nh,anh,panh,inh,n,an,pan,in,ix,a,h,pa,pah,p,mẽhp,s,wr,ixwr,awr,je,w,ixw,aw,jej,ak,k,amn,amnep,ahpa,xa,ko,nhỹ,amne,am,j
,,,,,,,,,,,,,pãwtija,,,,,,,,,,,,,,,,,,,,,
,,,,,anẽhãmri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupyn,,,,,,,,,
,,,,,,,,,,,pajamẽ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajamẽ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixàkjêr,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxàkjêr,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axàkjêr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pykap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,prãmta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pytĩĩ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paximew,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,paximew,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kajaati,,,,,,,,,
,,,,,,,,,,hkwrỳ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahty,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuwô,,,,,,,,,
,anhĩpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩpa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahkaga,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahkaga,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apahti,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,koonẽn,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,konẽn,,,,,,,,,
,,,,,,,,,,hpurta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpurta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,awjamỳ,,,,,,,,,,,,
,,,,,,,,,awjamỳ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pyràkja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pakutã,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apixi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpixi,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amjên,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pamjên,,,,,,,,,,,,,,,,,,,,,,,
,,,inhmjên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuteja,,,,,,,,,
,,,,,,,,,ajagjê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,punuta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩrã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kwỳhtyk,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuto,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaxô,,,,,,,,,
,,,,,,,,,,,,,pajamak,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,aresãn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kopti,,,,
,,,,,,,,,,,,,pupti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jupti
,,,,,,,,,,,,,,,,,,,,,,,,,kahpaja,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,korkotja,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kapti,,,,,,,,,
,,,,,,,,,,,,,,,sarome,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sêsta,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juisti
,,,,,,,,,,,,,,,,,,,,,,,,,kwỳhtãã,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kẽnkre,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakajre
,,,,,,,,,,hakajre,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,semãn,,,,,,,,,,,,,,,,,,,
,,,,,,,inhno,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akwỳta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkwỳta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,parãw,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apewja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpigêx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpigêx,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kunĩhti,,,,,,,,,
,,,,,,,,,,,paxumar,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axumar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajapêê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pajapêê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhmjên,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,papxà,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,papxà,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhni,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhõhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhõhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhõhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhõhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhõhy,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhõhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhõhy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamnãr,,,,,,,,,
,,,,,,,,,,hkamnãr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkamnãr,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kwrỳt,,,,,,,,,
,,,,,,,,,,hixija,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wehee,,,,,,,,,,,,,,
,,,,,,,,,,,pahkaprĩ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,ixwrỳkja,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,wrỳkja,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,ixwrỳkja,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wrỳkja,,,,,,,,,,,,,,
,,,,,,,,,,,,,puhã,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akusja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akus,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,punajre,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kôsti,,,,,,,,,
,,,,,,,,,,hpuhã,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jawỳ
,,,,,,,,,,,,,,,simeãw,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,purota,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kanhwỳr,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akanhwỳr,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaxkep,,,,,,,,,
,,,,,,,,,,hprêkre,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,katorja,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akripja,,,,,,,,,,
,,,,,,,,,apirẽn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hinur,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hinôkà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajaprôr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pajaprôr,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jãnaj
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amõs,
,,,,,,,,,amõs,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,semeĩ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joanãn
,,,,neri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kojã,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kojã,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jojue
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jorĩ
,,,,,,,,,,,,,,,sarã,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,jeruk,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeruk
,,,,,,,,,,,,,parek,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jara
,,,,,,,,,,hara,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sara,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kajnã,,,,,,,,,
,,,,,,,,,apaxat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jarate
,,,,,,,,,atãwja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amgràja,
,,,,,,,,,amgràja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sarep,,,,,,,,,,,,,,,,,,,
,,,,namãja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkujaêk,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkujaêk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kii,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kwỳmnê,,,,,,,,,
,,,,,,,,,,hõmnênh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hamũ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkàja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahpur,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahkĩnhã,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaĩ,,,,,,,,,
,,,,naĩ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jasãw
,,,,,,,,,,,,,,,,,,,,,,,,,kasãw,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kasãwta,,,,,,,,,
,,,,,,,,,,,pawreja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,simãwre,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupã,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kagàta,,,,,,,,,
,,,,,,,,ixkahti,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhmỳnh,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpãr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpãr,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joanã
,,,,,,,,,,,,,,,,,,,,,,,,,kujahti,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jãnre
,,,,,,,,,,,,,,,sujãnre,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amgo,
,,,,,,,,,amgo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hawênh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,parom,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaxpre,,,,,,,,,
,,,,,,,,,,,,pahkaxpre,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkaxpre,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkaxpre,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kàxpêê,,,,,,,,,
,,,,,,,,,,hkatut,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akatut,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakatut,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkatut,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamĩs,,,,,,,,,
,,,,,,,,,ahparmã,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhĩõõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhĩõõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhĩõõ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,panhĩõõ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkaxàr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pagryk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amrykà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krãnre,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kagare,,,,,,,,,
,,,,,,,,ixpôxta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hapôxta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkwrỳnh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,patreja,,,,,,,,,,,,,,,,,,,,,
,anhĩjuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩjuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩjuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩjuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩjuk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,presija,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akĩnhta,,,,,,,,,,
,,,,,,,,,,hkĩnhta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akĩnhta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkĩnhta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkêtja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pakute,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pikjêr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpikjêr,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,awrãre,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,awrãre,,,,,,,,,,,,
,,,,,,,,ixwrỳkja,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akrànhmã,,,,,,,,,,
,,,,,,,,,,,,,prêkja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,siroe,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hapôk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japôk
,,,,,,,,,,hikôt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kwata,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kawar,,,,,,,,,
,,,,,,,,,,,,,pixii,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hixita,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pixita,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hikot,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupĩp,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akupĩp,,,,,,,,,,
,,,,,,,,,,,,,puro,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkrĩxà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apijapu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,papijapu,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpijapu,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahita,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahita,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkriita,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kapõnh,,,,,,,,,
,,,,,,,,,,hkrãnre,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhõõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhõõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhõõ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhõõ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,panhõxỳ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,karõtã,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kõõta,,,,,,,,,
,,,,,,,,,,,,,pãy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahkaêx,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahkaêx,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahkaprỳ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pajapêx,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,patrejê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,satrejê,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,patrejê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atõta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahtõta,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sotõta,,,,,,,,,,,,,,,,,,,
,anhĩtõt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩtõt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩtõt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhĩtõt,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩtõt,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kagyk,,,,,,,,,
,,,,,,,,,,htĩrja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,jerikoja,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakooti
,,,,,,,,,,hakooti,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hprĩhti,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhmõrta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhmõrta,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixahã,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkĩnhti,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpuma,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhnoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hopôj,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahijê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahijê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpurja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kagàr,,,,,,,,,
,,,,,,,,,amy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixrêr,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,karêr,,,,,,,,,
,,,,,,,,,,,,,pikarêr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kajyr,,,,,,,,,
,,,,,,,,,,,,,pĩrta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpĩrta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhãnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamành
,,,,,,,,,awapo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpipro,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apipro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hõxpĩ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,punujta,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,panhĩpy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pakaprĩ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janhỹr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaanhỹr
,,,,,,,,,,,,,pajamẽ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpĩ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahpĩ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamunh,,,,,,,,,
,,,,,,,,,,,pajaêr,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajaêr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hakryk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkarõja,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahkarõja,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kakrãm,,,,,,,,,
,,,,,,,,,,,,,pamex,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahkrit,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahkrit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,septi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,septija,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kripti,,,,,,,,,
,,,,,,,,ixkuxwar,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wahõj,,,,,,,,,,,,,,
,,,,,,,,,,hpenh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahêja,,,,,,,,,
,,,,,anẽhti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anẽhti,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nĩkotẽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkẽngrà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkẽngrà,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkakwỳ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hinore,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pinh,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahpyrà,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahpyrà,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,prãmre,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,himôja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,petes,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhmỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhmrõr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhmrõr,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akupĩp,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hikupĩp,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akupĩpta,,,,,,,,,,
,,,inhõpinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhõpinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhõpinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhõpinh,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhõpinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhõpinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kirõm,,,,,,,,,
,,,,,,,,,,hkawrà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkrẽrja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamrôja,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,katii,,,,,,,,,
,,,,,,,,,,haxàrja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kĩnhja,,,,,,,,,
