sime,bal,d,da,le,a,ab,ku,i,o,su,je,kuy,m,ma,cekawẽ,jekawẽ,ekawẽ,om,im,wuyed,mat,cekaw,jekaw,ekaw,cr,ceka,jeka,eka,c,j
,,,,,,,,,,,jeburere,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cloe,
,,,,,,,,,,,jekadian,,,,,,,,,,,,,,,,,,,
,,,daxam,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daxam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocedoti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocetaxi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexidaap,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixedup,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepopo
,,,,,,,,ixaxet,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemõg
,,,,,,,,,,suxeemõg,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijodiap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekop
,,,,,,,,,,,jeekop,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeekop
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewadip
,,,,,,,,,ocesuẽn,,,,,,,,,,,,,,,,,,,,,
,,deusan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,desuyũ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikabap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijopẽn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wuyedauap,,,,,,,,,,
,,,,,,,,,,,jedauap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedauap
,,,,,,,,,,,jedaudau,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewũnca,,,,,,,,,,,,,,,,,,,
,,,,,,,,iwũnca,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mureure,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemamama,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemãmã
,,,,,acemãmã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocebaca,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itaek,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mutaek,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewajuy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewajuy
,,,,,,,,,,,jewemubu,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,musũsũm,,,,,,,,,,,,,,,,,
,,,,,,,,ibeati,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cĩcãam,
,,,,,,,,iũmũmat,,,,,,,,,,,,,,,,,,,,,,
,,,,,ajoyõn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,sutamuy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subamuy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jopku
,,,,,,,,ipikat,,,,,,,,,,,,,,,,,,,,,,
,,,,,arẽmatã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aximaẽn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,atasop,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itasop,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jejebin
,,,,,acaíco,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obubin,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocejuap,,,,,,,,,,,,,,,,,,,,,
,,,,,aceap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipocat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okuatõm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okuatig,,,,,,,,,,,,,,,,,,,,,
,,,,,aptig,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijoptig,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okõõmat,,,,,,,,,,,,,,,,,,,,,
,,,,,adaapte,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jĩjãan
,,,,,,,,,,,,,moõmõm,,,,,,,,,,,,,,,,,
,,daream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ierũnat,,,,,,,,,,,,,,,,,,,,,,
,,,,,acejojo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocejojo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jejebit
,,,,,,,,,ocejum,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeejat
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeeg
,,,,,,,,,oreatei,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imuymũg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mubikuy,,,,,,,,,,,,,,,,,
,,,,,,,,ibumũg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iwadim,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jesusat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jesusat
,,,,,,,,,odotiũm,,,,,,,,,,,,,,,,,,,,,
,,,,,aretas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,idujuu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odujuu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedaxiyũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muwara,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuwara,,,,,,,,,,,
,,,,,,,,imuwara,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catorze,
,,,,,,,,,,,,,mupubut,,,,,,,,,,,,,,,,,
,,,,,,,,,otaũm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itpiat,,,,,,,,,,,,,,,,,,,,,,
,,,,,agar,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ismael,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,ekawẽnkẽrẽm,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeeku
,,,,,,,,,ocewag,,,,,,,,,,,,,,,,,,,,,
,,,,,acewag,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeymug
,,,,,,,,,,,,,,,,,ekawẽntim,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ekawẽntim,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekawẽntim,,
,,,,,,,,,,,,,,,cekawẽnxim,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,cekawẽnxim,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekawẽnxim,,,,
,,,,,,,,ixecat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewemuka,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepayao,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepayao
,,,,,,,,,ocawẽg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mabapuk,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muõmap,,,,,,,,,,,,,,,,,
,,,,,,,,ikẽẽat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iboyũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,inapa,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imũmũm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocedieg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,cristom,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cristom,
,,,,,,,,ibiati,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijoceap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,icukat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,onésimo,,,,,,,,,,,,,,,,,,,,,
,,,,,apẽnpẽn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,marcos,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,marcos,,,,,,,,,,,,,,,,,
,,demas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,arquipo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeymuwẽn,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocawẽwẽ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojuyaap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebidom,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebidom
,,,,,abibubu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aypaat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeawa
,,,,,,,,,,,,,muxere,,,,,,,,,,,,,,,,,
,,,,,,,,ijodiwi,,,,,,,,,,,,,,,,,,,,,,
,,,daxadiea,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,cekawẽnxiayũ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeãwẽ
,,,,,acejere,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jambres
,,,daudauat,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,dalmácia,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carpo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cláudia,
,,,,,,,,itakomã,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedede,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedede
,,,,,,,,,,,,,muo,,,,,,,,,,,,,,,,,
,,,,,,,,ibuipug,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,josũ
,,,,,,,,,,,jepaĩm,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewenaẽ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewenaẽ
,,,,,,,,,,,jetadi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jetadi
,,dopayũ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedokdog,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jecũap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepaĩm
,,,,,,,,icẽmayũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekawẽg,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekawẽg
,,,,,,,,ibom,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemũn
,,,,,,,,iarixig,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,kukatopa,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,manada,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,manada,,,,,,,,,,,,,,,,,
,,dujukap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iõmpi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jĩjãap
,,,,,,,,,,,jebacia,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebacia
,,,,,,,,,,,,,musũg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jektokta,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeejẽm
,,,,,,,,ibodei,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cocomap,
,,duuuuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jefté,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jefté
,,,,,,,,,,,,,mẽmẽ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cabra,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewũnca
,,,,,,,,icupat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojopi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jupopo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeyiwat
,,,,,,,,iwaruru,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikakoro,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeedotka,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cĩcaã,
,,deuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cocomat,
,,,,,,,,,,,,,mudiuat,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceckay,
,,,,,,,,,,,,,mupubun,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cavaro,
,,,,,asubig,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imuwag,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,murusu,,,,,,,,,,,,,,,,,
,,,,,,,,ihibun,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oiorog,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixiwa,,,,,,,,,,,,,,,,,,,,,,
,,,,,,abĩĩt,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abĩĩt,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,axĩsũn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedipam,,,,,,,,,,,,,,,,,,,
,,,,,,,,idipam,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedite,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedite
,,,,,,,,,ocex,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jektopyũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeydujuu,,,,,,,,,,,,,,,,,,,
,,,,,acewa,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeweka
,,deusayũ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuohom,,,,,,,,,,,
,,,,,,,,imuohom,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeymuy
,,,,,ajojum,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocetam,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeymuap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeymuap
,,,,,,,,itaekat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,sukanaẽ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cedadat,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedat
,,,,,,,,iisuayũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,cekawẽnwarun,,,,,,,,,,,,,,,
,,,,,,,,,,,,,miguel,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coré,
,,,,,,,,,,,jenuycaw,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muto,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jenõg,,,,,,,,,,,,,,,,,,,
,,,,,,,,,onõg,,,,,,,,,,,,,,,,,,,,,
,,,,,aopaopu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,sutanuy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jororoh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cororog,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coroa,
,,,,,antipas,,,,,,,,,,,,,,,,,,,,,,,,,
,balaãp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixatam,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jezabel,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jezabel
,,,,,,,,itaybti,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chave,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chavem,
,,,,,,,,isuatka,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,sukakop,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikakop,,,,,,,,,,,,,,,,,,,,,,
,,,,,amém,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,icukg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibisõat,,,,,,,,,,,,,,,,,,,,,,
,,,,,adeayũm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaspe
,,,,,,,,,,,jebueku,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebueku
,,,,,,,,,,,,,,,,,,,,,,,,,cristal,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cristal,
,,,,,axĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cejeat,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jejeat
,,,,,,,,,,,,,,,,,,,imuywut,,,,,,,,,,,
,,,,,,,,imuywut,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itateat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okuatim,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cĩcãti,
,,,,,,,,,,,,,mudiuhu,,,,,,,,,,,,,,,,,
,,,,,arabot,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeaewede,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocetopa,,,,,,,,,,,,,,,,,,,,,
,,,,,aser,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,issacar,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedaedu,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedaedu
,,,,,ayũdi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jenõg
,,,,,,abadom,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abadom,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,apolião,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeeju
,,,,,,,,iremrum,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipekpuk,,,,,,,,,,,,,,,,,,,,,,
,,,daxadig,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daxadig,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebi
,,,,,,,,,,,jedoaybu,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muypi,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedaoat
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedao
,,,,,,,,,,,jepaw,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cepaw,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepaw
,,,,,,,,,otupkũn,,,,,,,,,,,,,,,,,,,,,
,,,,,akidag,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepuw,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepuw
,,,,,,,kukukug,,,,,,,,,,,,,,,,,,,,,,,
,,,,,akanasũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,adeata,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ayũda,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeuhum
,,,,leopardo,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subinuy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oiyo,,,,,,,,,,,,,,,,,,,,,
,,dois,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,adexiri,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iaptig,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cococo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepẽg
,,,,,,,,,,,jedoyeku,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebak
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekõ
,,,,,,,,,,sukõaha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,sukamuwe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeaepa,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeaepa
,,,,,adeati,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekpi
,,,,,ayacaw,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oosodop,,,,,,,,,,,,,,,,,,,,,
,,,,,axikyũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeetõn,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeetõn
,,,,,,,,,,,,,,marfim,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,marfim,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mármore,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canela,
,,,,,,,,,,,,,mirradi,,,,,,,,,,,,,,,,,
,,,,,,,,ikadig,,,,,,,,,,,,,,,,,,,,,,
,,,,,acepik,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iadixig,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekariwaap,,,
,,,,,,,,,,sukaxik,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muydede,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebuten
,,,,,,,,ibupoxi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebũnũ
,,,,,,,,,,,,,,magogue,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,magogue,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jediepa,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jediepa
,,,,,,,,ikadip,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itõnap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,kuyatokok,,,,,,,,,,,,,,,,,,
,,,,,,,,ibitka,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,jekawẽniat,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,jekawẽniat,,,
,,,,,,abiweg,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,abiweg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikaisu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacinto
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedipam
